id;Município;Ano;COB_SUS;POP_60+;pop_60_porc;POP_TOT;POP_3059;pop_3059_porc;pop_ratio;IDH_MUN;COB_BFA;COB_SAN;LEIT_porc_MUN;MED_porc_MUN;UBS_porc_MUN;DESP_CAP;PIB_CAP
37;São Lourenço da Serra;2019;89.8;2236;0.141295419;15825;6744;0.43;0.567456556;;;;0;0.25;2.53;718.48;
37;São Lourenço da Serra;2020;89.83;2340;0.146451371;15978;6848;0.43;0.575040681;;;;0;0.25;2.5;;
38;São Paulo;2000;43.09;986857;0.092841294;10629505;3966778;0.37;0.466026875;0.733;;;;;;76.47;
38;São Paulo;2001;43.5;1015946;0.094666737;10731816;4040925;0.38;0.471203662;;;;;;;97.87;
38;São Paulo;2002;45.24;1045026;0.096515338;10827564;4116209;0.38;0.476675548;;;;;;;138.05;17779.5
38;São Paulo;2003;49.21;1074299;0.098383399;10919515;4192414;0.38;0.482321147;;;;;;;119.71;19289.39
38;São Paulo;2004;47.7;1105456;0.100400492;11010464;4269517;0.39;0.488169527;;;;;;;217.78;20391.05
38;São Paulo;2005;44.77;1139295;0.102629241;11101076;4347758;0.39;0.494281185;;;;0.18;0.38;0.36;262.72;23457.04
38;São Paulo;2006;43.22;1173577;0.104885653;11189109;4425191;0.4;0.500376572;;;;0.18;0.4;0.38;289.08;25933.58
38;São Paulo;2007;43.65;1211383;0.107445928;11274350;4502922;0.4;0.506841193;;;;0.2;0.37;0.38;307.71;29205.18
38;São Paulo;2008;44.07;1255192;0.110484755;11360771;4580320;0.4;0.513654575;;;;0.21;0.43;0.43;391.73;31917.9
38;São Paulo;2009;45.72;1304566;0.113946971;11448887;4657183;0.41;0.520727386;;;;0.21;0.46;0.47;418;34904.14
38;São Paulo;2010;45.4;1356157;0.117556097;11536254;4733862;0.41;0.527902645;0.805;;;0.23;0.48;0.48;460.68;40058.04
38;São Paulo;2011;44.19;1407773;0.12118197;11617017;4809080;0.41;0.535150547;;;;0.23;0.52;0.48;501.72;44373.13
38;São Paulo;2012;43.67;1462248;0.124993803;11698564;4884055;0.42;0.542485642;;;;0.24;0.5;0.48;553.43;47356.69
38;São Paulo;2013;42.84;1519590;0.129003958;11779406;4957455;0.42;0.549861767;;;;0.23;0.51;0.48;576.06;50853.2
38;São Paulo;2014;43.08;1579841;0.133204303;11860285;5027207;0.42;0.557073291;;;;0.24;0.51;0.47;639.05;54014.78
38;São Paulo;2015;45.07;1642908;0.137561995;11943037;5091653;0.43;0.563890156;;;;0.25;0.55;0.42;714.42;56437.44
38;São Paulo;2016;48.55;1706300;0.141920646;12022916;5143815;0.43;0.569754875;;;;0.24;0.55;0.42;805.7;58688.75
38;São Paulo;2017;50.5;1772685;0.146504261;12099887;5191614;0.43;0.575567276;;;;0.24;0.53;0.42;829.25;59788.23
38;São Paulo;2018;51.12;1841359;0.151217809;12176866;5234145;0.43;0.58106117;;61.25;;0.24;0.55;0.42;825.56;
38;São Paulo;2019;51.56;1911688;0.156030396;12252023;5271290;0.43;0.586268733;;;;0.23;0.56;0.41;872.44;
38;São Paulo;2020;51.79;1983144;0.16090115;12325232;5303102;0.43;0.591165018;;;66.06;0.28;0.61;0.41;;
39;Suzano;2000;77.3;14060;0.060371331;232892;79587;0.34;0.402104838;0.662;;;;;;67.97;
39;Suzano;2001;77.11;14740;0.062200654;236975;82230;0.35;0.409199283;;;;;;;77.92;
39;Suzano;2002;78.78;15408;0.06398804;240795;84866;0.35;0.416428913;;;;;;;91.64;14241.16
39;Suzano;2003;79.87;16079;0.065772196;244465;87495;0.36;0.423676191;;;;;;;112.55;16262.53
39;Suzano;2004;78.43;16790;0.067675962;248094;90135;0.36;0.430985836;;;;;;;114.08;18565.32
39;Suzano;2005;75.69;17551;0.069727067;251710;92807;0.37;0.438433117;;;;0;0.26;0.04;116.9;19456.32
39;Suzano;2006;72.26;18516;0.072548605;255222;95313;0.37;0.445999953;;;;0;0.22;0.04;151.04;21229.7
39;Suzano;2007;71.05;19538;0.075545966;258624;97830;0.38;0.453817124;;;;0;0.22;0;175.49;23700.35
39;Suzano;2008;69.42;20654;0.078810103;262073;100366;0.38;0.461779733;;;;0;0.16;0.69;243.54;24608.07
39;Suzano;2009;72.49;21860;0.082307626;265589;102913;0.39;0.469797318;;;;0;0.2;0.72;272.14;23805.61
39;Suzano;2010;70.33;23117;0.08591285;269075;105451;0.39;0.477814736;0.765;;85.01;0.01;0.19;0.74;283.55;25003.04
39;Suzano;2011;70.2;24452;0.089798676;272298;107830;0.4;0.485798647;;;;0.01;0.19;0.77;385.77;27238.41
39;Suzano;2012;70.34;25835;0.093757258;275552;110205;0.4;0.493699919;;;;0.01;0.21;0.76;424.27;28915.95
39;Suzano;2013;69.04;27264;0.097798248;278778;112559;0.4;0.501556794;;;;0;0.2;0.86;427.02;33090.66
39;Suzano;2014;68.94;28751;0.101952093;282005;114823;0.41;0.509118633;;;;0;0.2;0.85;506.97;37199.89
39;Suzano;2015;70.42;30287;0.106155825;285307;116978;0.41;0.516163291;;;;0;0.19;0.84;519.16;32632.34
39;Suzano;2016;71.9;31953;0.110757552;288495;119119;0.41;0.523655523;;;;0;0.2;0.83;549.58;37522.23
39;Suzano;2017;71.88;33663;0.115455849;291566;121159;0.42;0.531001557;;;;0;0.21;0.82;532.1;38102.04
39;Suzano;2018;72.27;35413;0.120191557;294638;123080;0.42;0.537924504;;;;0;0.18;0.78;629.51;
39;Suzano;2019;73.08;37188;0.124944143;297637;124873;0.42;0.544492116;;;;0;0.19;0.81;716.61;
39;Suzano;2020;73.07;38979;0.129688347;300559;126517;0.42;0.550627331;;;;0;0.2;0.87;;
40;Taboão da Serra;2000;69.3;10575;0.052539796;201276;71346;0.35;0.407008287;0.662;;84.78;;;;131.06;
40;Taboão da Serra;2001;65.92;11290;0.054580878;206849;74212;0.36;0.413354669;;;;;;;145.37;
40;Taboão da Serra;2002;61.16;11995;0.056562846;212065;77013;0.36;0.419720369;;;;;;;159.82;10267.27
40;Taboão da Serra;2003;70.14;12699;0.058500788;217074;79787;0.37;0.426057473;;;;;;;172.97;11673.67
40;Taboão da Serra;2004;72.53;13434;0.06050561;222029;82569;0.37;0.432389463;;;;;;;178.87;13516.07
40;Taboão da Serra;2005;70.8;14215;0.062630802;226965;85382;0.38;0.438820964;;;;0.28;0.4;0.4;175.63;15158.04
40;Taboão da Serra;2006;69.08;15165;0.065433787;231761;88444;0.38;0.447051057;;;;0.28;0.39;0.47;223.64;15478.18
40;Taboão da Serra;2007;66.29;16156;0.068340348;236405;91499;0.39;0.455383769;;;;0.28;0.36;0.42;264.24;17623.02
40;Taboão da Serra;2008;67.31;17226;0.071443976;241112;94583;0.39;0.463722254;;;;0.31;0.35;0.46;305.5;18949.85
40;Taboão da Serra;2009;67.65;18377;0.074729681;245913;97697;0.4;0.47201246;;;;0.3;0.42;0.41;297.27;19254.74
40;Taboão da Serra;2010;67.26;19570;0.078070147;250672;100812;0.4;0.480237123;0.765;;90.82;0.3;0.42;0.44;349.43;22423.07
40;Taboão da Serra;2011;65.5;20859;0.08177691;255072;103599;0.41;0.487932819;;;;0.29;0.45;0.43;364.5;24406.06
40;Taboão da Serra;2012;64.87;22190;0.085505984;259514;106404;0.41;0.495518546;;;;0.26;0.47;0.42;453.03;25526.18
40;Taboão da Serra;2013;63.43;23562;0.08927773;263918;109171;0.41;0.502932729;;;;0.26;0.49;0.42;533.02;27561.93
40;Taboão da Serra;2014;63.04;24984;0.093111313;268324;111865;0.42;0.510014013;;;;0.28;0.56;0.48;589.62;29353.04
40;Taboão da Serra;2015;65.34;26456;0.096968098;272832;114465;0.42;0.516511993;;;;0.26;0.58;0.48;607.9;29848.14
40;Taboão da Serra;2016;67.89;28089;0.101337384;277183;116858;0.42;0.522928895;;;;0.25;0.46;0.51;641.9;30238.52
40;Taboão da Serra;2017;68.82;29759;0.105762396;281376;119136;0.42;0.529167377;;;;0.25;0.53;0.5;623.34;32498.76
40;Taboão da Serra;2018;69.41;31466;0.110186644;285570;121296;0.42;0.534937143;;54.74;;0.25;0.57;0.49;672.72;
40;Taboão da Serra;2019;69.91;33192;0.114587936;289664;123299;0.43;0.540250083;;;;0.2;0.63;0.48;752.81;
40;Taboão da Serra;2020;70.13;34927;0.118940106;293652;125158;0.43;0.545152085;;;;0.53;0.65;0.44;;
41;Vargem Grande Paulista;2000;89.52;1852;0.055642351;33284;11534;0.35;0.402175219;0.659;;46.16;;;;122.96;
41;Vargem Grande Paulista;2001;87.51;2010;0.058257492;34502;12116;0.35;0.409425541;;;;;;;128.2;
41;Vargem Grande Paulista;2002;86.18;2166;0.060772706;35641;12681;0.36;0.416570803;;;;;;;143.02;9780.29
41;Vargem Grande Paulista;2003;85.91;2319;0.063126089;36736;13243;0.36;0.42361716;;;;;;;183.8;11242.51
41;Vargem Grande Paulista;2004;83.58;2479;0.065549063;37819;13798;0.36;0.430392131;;;;;;;177.03;12612.94
41;Vargem Grande Paulista;2005;80.63;2648;0.06807723;38897;14358;0.37;0.437205954;;;;0;0.46;0;197.96;13135.6
41;Vargem Grande Paulista;2006;77.27;2858;0.071548379;39945;14996;0.38;0.446964576;;;;0;0.6;0;239.21;14093.18
41;Vargem Grande Paulista;2007;75.91;3079;0.075170898;40960;15627;0.38;0.456689453;;;;0;0.51;0;316.44;15110.43
41;Vargem Grande Paulista;2008;75.12;3311;0.078855864;41988;16262;0.39;0.466156997;;;;0;0.19;0.97;333.49;16590.04
41;Vargem Grande Paulista;2009;76.13;3560;0.08271952;43037;16912;0.39;0.475683714;;;;0;0.35;1.1;384.15;17522.34
41;Vargem Grande Paulista;2010;73.06;3815;0.086553078;44077;17548;0.4;0.484674547;0.77;;46.76;0;0.25;1.23;401.04;21234.53
41;Vargem Grande Paulista;2011;71.83;4131;0.091722545;45038;18118;0.4;0.494005062;;;;0;0.29;1.2;485.03;24789.4
41;Vargem Grande Paulista;2012;72.11;4453;0.096785412;46009;18683;0.41;0.502858136;;;;0;0.24;1.32;646.02;28479.24
41;Vargem Grande Paulista;2013;72.04;4786;0.101892657;46971;19243;0.41;0.511570969;;;;0;0.28;1.29;613.9;31060.6
41;Vargem Grande Paulista;2014;72.01;5127;0.106959569;47934;19791;0.41;0.51983978;;;;0;0.27;1.26;646.6;34992.96
41;Vargem Grande Paulista;2015;72.43;5478;0.11198103;48919;20331;0.42;0.527586418;;;;0;0.2;1.23;734.7;39752.48
41;Vargem Grande Paulista;2016;74.18;5858;0.11746541;49870;20856;0.42;0.535672749;;;;0;0.26;1.21;811.09;35579.86
41;Vargem Grande Paulista;2017;75.15;6244;0.122947269;50786;21364;0.42;0.543614382;;;;0;0.2;1.19;844.82;36220.48
41;Vargem Grande Paulista;2018;77.64;6639;0.128408959;51702;21847;0.42;0.550965146;;;;0;0.21;1.16;902.12;
41;Vargem Grande Paulista;2019;78.9;7040;0.133847938;52597;22297;0.42;0.557769455;;;;0;0.19;1.14;957.93;
41;Vargem Grande Paulista;2020;79.48;7444;0.139223461;53468;22724;0.43;0.564225331;;;;0;0.26;1.25;;
